ID,Male,Age,College,AgeTryCig,CigDays,AgeTryAlc,AlcDays,Drinker,DrinkFreq
1366,0,48,1,20,0,47,0,0,0
1367,0,14,0,16,0,16,0,0,0
1368,1,24,0,16,9,12,20,1,2
1369,0,16,0,16,0,15,0,0,0
1370,0,12,0,16,0,16,0,0,0
1371,1,44,0,14,0,18,6,1,1
1372,0,16,0,16,0,15,2,1,1
1373,0,50,0,18,0,17,0,0,0
1374,1,50,0,20,0,30,1,1,1
1375,0,45,0,17,0,14,0,0,0
1376,0,33,1,18,5,17,0,0,0
1377,1,29,0,18,9,18,2,1,1
1378,0,63,0,18,30,20,0,0,0
1379,0,31,1,18,5,18,0,0,0
1380,0,18,1,17,0,16,0,0,0
1381,0,46,1,19,0,19,0,0,0
1382,0,19,0,17,5,17,0,0,0
1383,1,24,1,17,0,17,10,1,2
1384,0,24,1,17,0,16,0,0,0
1385,0,33,1,18,6,17,0,0,0
1386,0,15,0,15,0,10,2,1,1
1387,0,23,1,17,0,16,10,1,2
1388,1,16,0,16,0,15,0,0,0
1389,1,13,0,16,0,15,0,0,0
1390,0,12,0,16,0,16,0,0,0
1391,0,17,0,16,0,13,0,0,0
1392,0,14,0,16,0,16,0,0,0
1393,0,16,0,14,0,16,0,0,0
1394,0,12,0,16,4,16,0,0,0
1395,1,68,1,18,16,16,26,1,2
1396,1,16,0,16,0,15,0,0,0
1397,1,21,0,12,30,12,30,1,2
1398,0,13,0,16,0,16,0,0,0
1399,0,18,0,16,0,16,0,0,0
1400,0,15,0,16,0,16,0,0,0
1401,1,13,0,16,6,14,0,0,0
1402,1,35,0,18,9,19,6,1,1
1403,1,19,1,16,0,15,0,0,0
1404,1,30,0,19,30,18,12,1,2
1405,0,50,0,15,7,21,0,0,0
1406,0,13,0,16,0,16,0,0,0
1407,0,19,0,16,0,16,0,0,0
1408,0,15,0,15,0,12,0,0,0
1409,0,14,0,16,0,16,0,0,0
1410,0,40,1,18,0,16,0,0,0
1411,0,22,0,17,0,16,0,0,0
1412,0,18,0,16,5,16,0,0,0
1413,0,13,0,16,0,16,0,0,0
1414,0,21,0,17,0,18,0,0,0
1415,0,12,0,16,0,16,0,0,0
1416,1,35,1,17,0,16,0,0,0
1417,0,20,1,17,3,18,3,1,1
1418,0,25,0,17,0,20,1,1,1
1419,1,26,0,16,0,16,3,1,1
1420,1,29,1,19,30,16,0,0,0
1421,0,52,1,21,0,19,2,1,1
1422,0,19,1,17,8,16,15,1,2
1423,1,12,0,16,0,14,0,0,0
1424,0,33,1,18,0,17,0,0,0
1425,0,16,0,16,5,14,0,0,0
1426,0,25,1,17,0,15,0,0,0
1427,1,36,1,17,0,17,16,1,2
1428,1,25,0,12,30,15,8,1,2
1429,0,18,1,16,0,15,0,0,0
1430,1,22,1,16,0,14,5,1,1
1431,0,25,1,17,0,16,0,0,0
1432,1,35,1,24,7,22,2,1,1
1433,0,16,0,12,2,13,5,1,1
1434,0,68,0,21,0,22,0,0,0
1435,0,16,0,15,0,11,3,1,1
1436,1,57,1,19,13,16,25,1,2
1437,0,25,1,17,0,17,0,0,0
1438,0,72,1,17,0,21,0,0,0
1439,0,23,0,17,0,19,0,0,0
1440,0,12,0,16,4,16,0,0,0
1441,1,18,0,15,0,13,2,1,1
1442,0,17,0,16,0,14,0,0,0
1443,0,39,0,20,0,20,0,0,0
1444,0,34,1,17,0,16,0,0,0
1445,0,46,1,18,0,17,2,1,1
1446,1,14,0,16,0,15,0,0,0
1447,0,24,0,16,0,13,1,1,1
1448,0,14,0,16,0,16,0,0,0
1449,1,77,1,20,0,18,25,1,2
1450,0,31,1,17,0,17,3,1,1
1451,0,14,0,16,0,16,0,0,0
1452,1,13,0,16,0,15,0,0,0
1453,0,20,1,16,0,14,4,1,1
1454,1,25,1,16,0,14,2,1,1
1455,0,23,1,17,0,17,0,0,0
1456,0,12,0,16,0,16,0,0,0
1457,1,12,0,11,7,10,0,0,0
1458,1,15,0,16,0,15,0,0,0
1459,1,18,0,16,0,15,0,0,0
1460,0,12,0,16,0,16,0,0,0
1461,1,14,0,15,0,11,0,0,0
1462,1,17,0,16,0,16,2,1,1
1463,0,25,1,17,30,16,15,1,2
1464,0,13,0,12,20,10,1,1,1
1465,0,15,0,10,4,13,3,1,1
1466,1,15,0,16,0,15,0,0,0
1467,1,40,0,17,1,16,13,1,2
1468,0,18,0,16,0,15,2,1,1
1469,0,82,1,23,0,25,0,0,0
1470,0,26,0,17,0,15,8,1,2
1471,1,17,0,16,0,15,0,0,0
1472,0,15,0,16,0,16,0,0,0
1473,0,25,0,17,0,18,3,1,1
1474,0,22,1,18,5,12,0,0,0
1475,0,25,1,16,0,17,0,0,0
1476,1,20,1,18,1,16,6,1,1
1477,1,22,1,17,5,18,2,1,1
1478,0,15,0,16,5,13,4,1,1
1479,1,13,0,15,0,11,0,0,0
1480,0,18,0,16,0,16,1,1,1
1481,0,18,0,17,5,18,0,0,0
1482,1,69,1,28,30,28,2,1,1
1483,1,33,1,18,0,21,10,1,2
1484,0,19,0,16,3,16,6,1,1
1485,1,15,0,15,2,13,0,0,0
1486,0,13,0,16,0,16,0,0,0
1487,0,24,1,18,30,13,6,1,1
1488,0,17,0,16,5,14,2,1,1
1489,1,19,1,16,0,16,0,0,0
1490,1,19,0,16,0,15,8,1,2
1491,0,23,1,17,0,16,0,0,0
1492,1,22,1,17,0,17,0,0,0
1493,0,17,0,16,0,16,0,0,0
1494,1,15,0,13,30,12,3,1,1
1495,0,16,0,16,2,13,2,1,1
1496,0,12,0,16,0,16,0,0,0
1497,0,39,1,18,30,16,3,1,1
1498,1,18,0,16,0,13,0,0,0
1499,1,18,0,16,0,16,0,0,0
1500,0,23,0,11,30,11,1,1,1
